,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
335,4,Overall the phone was in good quality. So far I have tested the camera which was great and the speakers were fine. The only thing that I would have liked was a better Maximum battery capacity. Mine came with 89% which is decent.,0.926,Positive,2023-05-18
336,1,No recomendable,-0.296,Negative,2023-04-12
337,2,Phone screen was scratched pretty bad. Very disappointing for how much we paid.,-0.5849,Negative,2023-09-15
338,2,"Phone is  great. But ordered an unlocked phone, got sent a phone locked to AT&T and also got sent with the wrong charger.",-0.3818,Negative,2023-06-06
339,4,"the battery life is at about 94% which I'm very pleased with.  the screen has some very small scratches but i expected as much. This was a great price for a very good product.  The only thing i have an issue with is the ad says that a charger & cable come with the device, but only a cable came with it.  I sent a message to the business and just waiting to hear back from them.  I would definitely order this again.  I did a lot of research on the iPhone 12 is a GREAT device for the price I got.",0.9759,Positive,2023-10-30
340,2,"I brought the EXCELLENT CONDITION and the battery health is only 90%. I expected it should be 95% and up. Only 90% is too low to me. I contact the seller and they said the excellent condition means the battery health is 85% and up, and mine is 90% which is a bit high already.I have to return it. If you have been using Iphone for long time, you will know how long does it take the battery goes from 100% to 90%. Not worth the price.",0.7482,Positive,2023-10-29
341,5,came overnight and super easy to set up! there are a lot of articles on how to set it up without a sim card since it doesnt come with one. it is a real iphone and synced up to my airpods and apple watch perfectly,0.906,Positive,2023-09-01
342,5,"Thank you, the iPhone is in great condition, Your description of the iPhone was right on! I’m enjoying using it!",0.8906,Positive,2023-07-17
343,1,"When I first received this item the battery had trouble staying charge for long but I figured it was because this was an older model. After about 5 months of use the phone would not operate at all when unplugged from the power source , at that point I did reach out to seller but they explained it was past the warranty .  Then randomly one day the one entirely just blows apart , these phones are refurbished pieces of garbage.",-0.1779,Negative,2023-08-19
344,5,"9/10, good stuff.",0.4404,Positive,2023-11-03
345,3,Be careful buying a phone especially iPhone that are refurbished that states “UNLOCKED” the company doesn’t have a phone number to call for customer support just Amazon even though they are an Amazon company.  The support isn’t the issue it’s the delay in response that I dislike.  I got the phone as a gift and my relative called while at their service provider and I couldn’t do anything but send a email / text and wait …….,0.5187,Positive,2023-10-21
346,3,The phone came in good shape with 100% battery health my issue is that it struggles to connect to wifi. What I mean is that it says it’s connected to wifi but it doesn’t load anything like if I look something up on google it sometimes works sometimes doesn’t it says I’m connected to wifi. I don’t need to reset my router because all my other devices would work except my phone. I had an iPhone 8 before I made the upgrade I paid for the premium renewed phone because I wanted high quality and I didn’t get high quality I got a phone that has a spotter connection than my phone that is literally 5 years old,0.5346,Positive,2023-12-14
347,2,"The phone that was advertised 'good condition' arrived with 86% battery life only, which is very disappointing",-0.1513,Negative,2023-01-08
348,4,Always been a Samsung user however this phone will not make me go back. Phone came in like new condition. And battery health was 80% the only thing is I didn’t get a charger however the phone worked as intended,0.3612,Positive,2023-01-16
349,2,It was taken oversees and it is not working. It is still locked. I bought it thinking that it was unlocked. Can't use because of that. Can I return it?,0.0,Neutral,2023-07-25
350,3,"As soon as I installed a SIM card, I was bombarded with messages from my carrier that the phone would be locked because there was a pending installment plan that had not been paid off for the phone.  After hours of multiple phone calls over a few days, I eventually was able to reach an agreement with my carrier to unlock the phone.  Cosmetically, it had some dings and scratches, but nothing I would have bothered to write about if not for the other problem.  It is working fine so far.",0.3056,Positive,2023-10-27
351,3,I got the phone with a charger but the charger doesn’t work properly ( I had to purchase a new one..The battery is only79% maximum capacity according to battery health. Charge only lasts half a day on average.,0.0,Neutral,2023-09-18
352,4,"It came on time, it works it’s the same as the picture",0.0,Neutral,2023-06-05
353,1,phone completely burned out while installing the latest update. Apple wants $ 350 minimum to repair. don't waste your money.,0.3252,Positive,2023-05-30
354,2,"Muchos detalles estéticos, rayones en la pantalla batería al 83%",0.0,Neutral,2023-12-28
355,1,"If I could give this a zero I would. I ordered this item and when it was delivered the box felt a little light. So when I opened it, only a charger was in the box and NO PHONE. DO NOT ORDER WHATSOEVER.",-0.4466,Negative,2023-09-20
356,3,These phones are still priced as if the MSRP is 699$. Apple reduced the brand new price of this phone to 599 2 months ago... making these an awful value at 579$ when you can get it brand new with an apple warranty for 599. I'd not consider a less then excellent condition renewed product at anything more then 450$ at this point.,0.4256,Positive,2023-06-13
357,4,"The back camera doesn’t work again💔💔. But apart from that, every else is fine!",0.3595,Positive,2023-01-10
358,2,"One of these resellers could corner the market if they took the trouble to install a new battery. 68% capacity is guaranteed dissatisfaction. I would have paid more, but found no reseller that does this. First thing I have to do is pay another $30 and tear apart this “renewed” (which means the few seconds it takes to erase the phone in settings) phone and pry out and replace the battery. NOT happy.",-0.8943,Negative,2023-11-14
359,3,"The product was missing an item, THE CHARGING CUBE. The cable is  inclosed.",-0.296,Negative,2023-06-23
